row_id,batch_id,table_name,clean_content_vi,clean_concept,primary_specialty_code,subspecialty_code,route_type,risk_class,emergency_action_code,retrieval_scope,allow_patient_retrieval,dataset_split,routing_rationale_vi,citation_url,embedding_input_text
B08_RTE_000075,B08,routing_rows,"khó thở tăng khi gắng sức; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: khó thở tăng khi gắng sức; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_RTE_000076,B08,routing_rows,"khó thở tăng khi gắng sức; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: khó thở tăng khi gắng sức; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_RTE_000077,B08,routing_rows,"cảm giác thiếu không khí kéo dài; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: cảm giác thiếu không khí kéo dài; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_RTE_000078,B08,routing_rows,"cảm giác thiếu không khí kéo dài; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: cảm giác thiếu không khí kéo dài; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_RTE_000079,B08,routing_rows,"khó thở tái phát không rõ nguyên nhân; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: khó thở tái phát không rõ nguyên nhân; vẫn nói được câu đầy đủ | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_RTE_000080,B08,routing_rows,"khó thở tái phát không rõ nguyên nhân; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",non_red_flag_dyspnea,B08_LREF_SPEC_RESPIRATORY,B08_LREF_SUB_DYSPNEA_ASSESSMENT,SPECIALTY,HIGH_CLINICAL,URGENT_HUMAN_TRIAGE,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,"Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.",https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: B08_LREF_SPEC_RESPIRATORY - B08_LREF_SUB_DYSPNEA_ASSESSMENT
[Khái niệm]: non_red_flag_dyspnea
[Nội dung]: khó thở tái phát không rõ nguyên nhân; không tím tái và không lú lẫn | Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_HUMAN_TRIAGE
[Lý do lâm sàng]: Dyspnea có nhiều nguyên nhân và không được tự chẩn đoán; sau khi loại trừ red flags, route Hô hấp để đánh giá nguyên nhân.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000001,B08,urgent_exclusions,"khó thở rất nặng, thở hổn hển và không nói được thành câu | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.",severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở rất nặng, thở hổn hển và không nói được thành câu | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000002,B08,urgent_exclusions,khó thở kèm môi hoặc da xanh/xám | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở kèm môi hoặc da xanh/xám | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000003,B08,urgent_exclusions,khó thở kèm lú lẫn đột ngột | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở kèm lú lẫn đột ngột | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000004,B08,urgent_exclusions,khó thở kèm cảm giác ngạt/choking | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở kèm cảm giác ngạt/choking | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000005,B08,urgent_exclusions,khó thở nặng và chỉ nói được từng từ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở nặng và chỉ nói được từng từ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000006,B08,urgent_exclusions,khó thở nặng kèm co kéo cơ hô hấp phụ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở nặng kèm co kéo cơ hô hấp phụ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000007,B08,urgent_exclusions,khó thở nặng kèm thở rất nhanh | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở nặng kèm thở rất nhanh | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000008,B08,urgent_exclusions,khó thở khi nghỉ kèm ngủ gà bất thường | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở khi nghỉ kèm ngủ gà bất thường | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000009,B08,urgent_exclusions,khó thở tăng nhanh kèm tím tái | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở tăng nhanh kèm tím tái | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000010,B08,urgent_exclusions,khó thở nặng kèm phản ứng chậm hoặc lơ mơ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_dyspnea,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://www.nhs.uk/symptoms/shortness-of-breath/,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_dyspnea
[Nội dung]: khó thở nặng kèm phản ứng chậm hoặc lơ mơ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://www.nhs.uk/symptoms/shortness-of-breath/"
B08_URG_000011,B08,urgent_exclusions,"khò khè và khó thở tăng dần, chỉ nói được từng từ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.",severe_airway_exacerbation,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_airway_exacerbation
[Nội dung]: khò khè và khó thở tăng dần, chỉ nói được từng từ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf"
B08_URG_000012,B08,urgent_exclusions,cơn khó thở kèm kích động và thở nhanh rõ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_airway_exacerbation,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_airway_exacerbation
[Nội dung]: cơn khó thở kèm kích động và thở nhanh rõ | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf"
B08_URG_000013,B08,urgent_exclusions,khò khè nặng kèm buồn ngủ hoặc lẫn lộn | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,severe_airway_exacerbation,,,EMERGENCY,HIGH_CLINICAL,GO_TO_ED_NOW,PATIENT_SAFE,True,PATIENT_ROUTING_REFERENCE,Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.,https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf,"[Chuyên khoa]: Y_TE_TONG_QUAT
[Khái niệm]: severe_airway_exacerbation
[Nội dung]: khò khè nặng kèm buồn ngủ hoặc lẫn lộn | Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW
[Lý do lâm sàng]: Emergency-first thắng specialty routing: cần đánh giá cấp cứu ngay; không chờ lịch Hô hấp và không suy ra chẩn đoán cụ thể.
[Nguồn tham chiếu]: https://kcb.vn/upload/2005611/20210723//H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-ch%E1%BA%A9n-%C4%91o%C3%A1n-v%C3%A0-%C4%91i%E1%BB%81u-tr%E1%BB%8B-Hen-ph%E1%BA%BF-qu%E1%BA%A3n-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn-v%C3%A0-tr%E1%BA%BB-_12-tuo%CC%82%CC%89i.pdf"
